,magnitude,data,hora,periodo,depth,felt,continent,latitude,longitude,mmi,cdi,impacto,magnitude_range,media por magnitude
440,5.6,2023-10-04,02:19:06,Noite,10.0,0,Asia,29.9958,140.146,4,0,Médio,5-6,47.33735340472238
441,5.5,2023-10-04,00:13:45,Noite,10.0,0,Asia,30.0215,140.109,4,0,Médio,5-6,47.33735340472238
442,5.8,2023-10-03,15:22:35,Tarde,6.0,0,Asia,29.9105,140.053,4,0,Médio,5-6,47.33735340472238
443,6.0,2023-10-03,11:38:04,Manhã,10.0,1,Asia,29.905,139.967,4,1,Alto,5-6,47.33735340472238
444,5.8,2023-09-28,17:40:06,Tarde,30.0,0,Asia,44.2539,148.635,4,0,Médio,5-6,47.33735340472238
445,5.7,2023-09-21,21:22:12,Noite,12.765,0,Asia,30.9578,141.833,3,0,Médio,5-6,47.33735340472238
446,5.8,2023-09-19,06:22:36,Manhã,8.0,0,Asia,31.0125,141.989,3,0,Médio,5-6,47.33735340472238
447,5.5,2023-09-18,19:33:03,Noite,51.0,15,Asia,38.5129,141.641,4,4,Médio,5-6,47.33735340472238
448,6.3,2023-09-18,13:21:23,Tarde,176.0,42,Asia,26.4336,125.303,4,4,Alto,6-7,112.84257936507936
449,5.2,2023-09-08,09:28:48,Manhã,40.452,6,Asia,38.9566,142.101,4,3,Médio,5-6,47.33735340472238
450,5.9,2023-08-11,00:14:33,Noite,34.0,5,Asia,41.1222,142.845,4,3,Médio,5-6,47.33735340472238
451,5.5,2023-08-06,18:12:41,Noite,12.851,0,Asia,30.7637,131.39,4,0,Médio,5-6,47.33735340472238
452,5.4,2023-07-09,13:38:36,Tarde,10.0,0,Asia,24.0074,143.203,3,0,Médio,5-6,47.33735340472238
453,5.6,2023-06-23,17:39:13,Tarde,314.0,1,Asia,45.8086,143.124,3,2,Médio,5-6,47.33735340472238
454,4.2,2024-09-18,12:02:12,Tarde,9.237,0,North America,51.5572,-130.594,3,0,Baixo,4-5,13.948078593453332
455,3.7,2024-09-16,11:22:08,Manhã,10.9,1580,North America,34.0678,-118.807,4,4,Baixo,3-4,9.47513363774158
456,4.7,2024-09-16,01:43:25,Noite,10.0,1,North America,51.3957,-130.863,3,1,Baixo,4-5,13.948078593453332
457,6.5,2024-09-15,22:22:48,Noite,10.0,94,North America,51.6758,-130.632,5,5,Alto,6-7,112.84257936507936
458,3.9,2024-09-14,17:01:06,Tarde,6.2024,5,North America,31.647,-104.45,4,3,Baixo,3-4,9.47513363774158
459,4.1,2024-09-14,17:01:06,Tarde,8.814,4,North America,31.6323,-104.473,4,3,Baixo,4-5,13.948078593453332
460,3.23,2024-09-13,11:56:39,Manhã,10.95,472,North America,34.0637,-118.812,3,4,Baixo,3-4,9.47513363774158
461,3.43,2024-09-12,16:37:32,Tarde,11.02,234,North America,34.0588,-118.799,3,4,Baixo,3-4,9.47513363774158
462,3.44,2024-09-12,15:40:49,Tarde,10.93,225,North America,34.0682,-118.8,3,4,Baixo,3-4,9.47513363774158
463,4.69,2024-09-12,14:28:21,Tarde,11.35,18592,North America,34.0703,-118.808,5,5,Baixo,4-5,13.948078593453332
464,3.5,2024-09-11,08:31:01,Manhã,11.8,0,North America,37.6127,-115.303,3,0,Baixo,3-4,9.47513363774158
465,3.8,2024-09-10,18:03:00,Noite,6.1511,5,North America,31.641,-104.356,4,3,Baixo,3-4,9.47513363774158
466,3.3,2024-09-09,09:50:37,Manhã,7.0227,1,North America,31.586,-104.55,4,3,Baixo,3-4,9.47513363774158
467,3.8,2024-09-08,02:37:22,Noite,6.0999,2,North America,31.663,-104.452,4,3,Baixo,3-4,9.47513363774158
468,3.9,2024-09-08,02:37:22,Noite,10.0,1,North America,31.6305,-104.466,4,3,Baixo,3-4,9.47513363774158
469,3.35,2024-09-08,02:16:27,Noite,4.98,13,North America,41.5833,-112.42,4,4,Baixo,3-4,9.47513363774158
470,3.94,2024-09-07,17:34:20,Tarde,4.84,2756,North America,34.0297,-117.586,5,5,Baixo,3-4,9.47513363774158
471,3.45,2024-09-07,17:05:45,Tarde,5.96,824,North America,34.0227,-117.593,4,4,Baixo,3-4,9.47513363774158
472,3.09,2024-09-07,14:31:32,Tarde,-0.25,6,North America,38.7893,-122.734,4,4,Baixo,3-4,9.47513363774158
473,4.28,2024-09-07,14:30:36,Tarde,0.16,241,North America,38.7765,-122.746,5,5,Baixo,4-5,13.948078593453332
474,3.47,2024-09-06,12:07:06,Tarde,5.29,49,North America,38.6982,-119.598,4,3,Baixo,3-4,9.47513363774158
475,3.32,2024-09-05,20:04:29,Noite,11.39,27,North America,36.07,-120.167,3,3,Baixo,3-4,9.47513363774158
476,3.1,2024-09-04,21:31:11,Noite,8.3,0,North America,37.741,-117.142,3,0,Baixo,3-4,9.47513363774158
477,3.1,2024-09-04,21:31:10,Noite,5.0,0,North America,37.743,-117.134,3,0,Baixo,3-4,9.47513363774158
478,3.0,2024-09-04,21:30:35,Noite,5.0,0,North America,37.7769,-117.067,3,0,Baixo,0-3,5.5
479,3.46,2024-09-03,12:11:58,Tarde,9.43,11,North America,37.432,-118.758,3,3,Baixo,3-4,9.47513363774158
480,3.4,2024-09-01,11:01:44,Manhã,3.36,71,North America,37.4332,-118.469,4,3,Baixo,3-4,9.47513363774158
481,3.5,2024-09-01,08:47:07,Manhã,23.624,4,North America,47.3504,-113.16,3,3,Baixo,3-4,9.47513363774158
482,3.6,2024-08-31,07:56:25,Manhã,9.194,0,North America,31.6465,-104.339,4,0,Baixo,3-4,9.47513363774158
483,3.3,2024-08-31,07:56:24,Manhã,6.0999,0,North America,31.663,-104.37,4,0,Baixo,3-4,9.47513363774158
484,3.9,2024-08-28,19:57:22,Noite,6.7664,0,North America,31.663,-104.363,4,0,Baixo,3-4,9.47513363774158
485,3.31,2024-08-28,12:43:01,Tarde,15.85,298,North America,33.6755,-116.723,3,3,Baixo,3-4,9.47513363774158
486,3.9,2024-08-25,05:13:45,Manhã,4.2,12,North America,38.6738,-118.545,4,3,Baixo,3-4,9.47513363774158
487,3.4,2024-08-24,14:05:18,Tarde,5.7,0,North America,38.6698,-118.546,3,0,Baixo,3-4,9.47513363774158
488,3.3,2024-08-24,13:57:04,Tarde,5.3,0,North America,38.6825,-118.555,3,0,Baixo,3-4,9.47513363774158
489,3.2,2024-08-24,13:57:04,Tarde,9.426,0,North America,38.6833,-118.548,3,0,Baixo,3-4,9.47513363774158
490,3.3,2024-08-24,04:14:00,Noite,6.7,3,North America,38.6669,-118.556,3,2,Baixo,3-4,9.47513363774158
491,4.3,2024-08-23,15:31:58,Tarde,5.5,30,North America,38.6847,-118.564,4,4,Baixo,4-5,13.948078593453332
492,4.3,2024-08-23,15:31:57,Tarde,5.0,9,North America,38.7101,-118.532,4,4,Baixo,4-5,13.948078593453332
493,3.3,2024-08-23,14:51:22,Tarde,4.7,3,North America,38.6808,-118.55,3,3,Baixo,3-4,9.47513363774158
494,3.0,2024-08-23,13:43:06,Tarde,6.0,2,North America,38.6871,-118.561,3,2,Baixo,0-3,5.5
495,3.9,2024-08-23,03:21:38,Noite,6.0999,3,North America,31.656,-104.457,5,3,Baixo,3-4,9.47513363774158
496,4.2,2024-08-23,03:21:38,Noite,5.0,1,North America,31.6187,-104.443,4,1,Baixo,4-5,13.948078593453332
497,3.29,2024-08-15,18:02:34,Noite,9.23,12,North America,37.0675,-112.864,3,3,Baixo,3-4,9.47513363774158
498,3.61,2024-08-15,16:39:31,Tarde,8.38,3877,North America,33.6777,-117.391,4,4,Baixo,3-4,9.47513363774158
499,4.4,2024-08-14,03:06:35,Noite,13.2,544,North America,36.61,-115.727,4,4,Baixo,4-5,13.948078593453332
500,4.1,2024-08-14,03:06:35,Noite,19.877,110,North America,36.633,-115.709,4,4,Baixo,4-5,13.948078593453332
501,4.39,2024-08-12,19:20:24,Noite,10.98,24227,North America,34.0843,-118.185,5,5,Baixo,4-5,13.948078593453332
502,3.66,2024-08-11,09:45:13,Manhã,5.0,5,North America,35.9492,-117.679,4,5,Baixo,3-4,9.47513363774158
503,4.44,2024-08-08,02:09:15,Noite,11.57,760,North America,35.1017,-119.071,6,4,Baixo,4-5,13.948078593453332
504,3.78,2024-08-07,23:43:32,Noite,12.24,335,North America,35.111,-119.117,4,5,Baixo,3-4,9.47513363774158
505,3.64,2024-08-07,10:39:19,Manhã,12.96,21,North America,35.107,-119.119,4,4,Baixo,3-4,9.47513363774158
506,3.5,2024-08-07,06:52:28,Manhã,12.06,3,North America,35.1037,-119.101,4,2,Baixo,3-4,9.47513363774158
507,3.44,2024-08-07,04:46:55,Noite,12.85,145,North America,35.0965,-119.109,4,5,Baixo,3-4,9.47513363774158
508,3.58,2024-08-07,04:17:46,Noite,10.17,24,North America,35.097,-119.116,4,5,Baixo,3-4,9.47513363774158
509,4.06,2024-08-07,04:17:10,Noite,11.09,267,North America,35.1085,-119.075,5,5,Baixo,4-5,13.948078593453332
510,3.22,2024-08-07,04:12:12,Noite,13.7,3,North America,35.0813,-119.107,3,2,Baixo,3-4,9.47513363774158
511,3.6,2024-08-07,04:12:11,Noite,10.0,3,North America,35.0708,-119.065,4,2,Baixo,3-4,9.47513363774158
512,4.6,2024-08-07,04:10:44,Noite,11.98,252,North America,35.111,-119.119,5,4,Baixo,4-5,13.948078593453332
513,3.3,2024-08-03,18:35:24,Noite,6.4075,0,North America,31.673,-104.369,4,0,Baixo,3-4,9.47513363774158
514,3.4,2024-08-03,17:24:28,Tarde,6.2537,0,North America,31.667,-104.365,4,0,Baixo,3-4,9.47513363774158
515,3.5,2024-08-03,17:24:28,Tarde,9.657,0,North America,31.647,-104.386,4,0,Baixo,3-4,9.47513363774158
516,3.51,2024-07-29,20:03:33,Noite,2.84,161,North America,34.9408,-116.799,4,6,Baixo,3-4,9.47513363774158
517,4.89,2024-07-29,20:00:52,Noite,7.26,7873,North America,34.9498,-116.79,5,6,Baixo,4-5,13.948078593453332
518,4.47,2024-07-29,05:29:05,Manhã,19.57,3666,North America,37.4705,-112.848,5,6,Baixo,4-5,13.948078593453332
519,3.45,2024-07-25,03:49:59,Noite,3.22,5,North America,33.2223,-116.045,4,3,Baixo,3-4,9.47513363774158
520,3.4,2024-07-24,04:44:22,Noite,5.4333,0,North America,31.676,-104.41,4,0,Baixo,3-4,9.47513363774158
521,4.0,2024-07-23,02:31:04,Noite,6.757,9,North America,31.6529,-104.373,4,4,Baixo,3-4,9.47513363774158
522,4.2,2024-07-23,02:31:04,Noite,5.5872,45,North America,31.676,-104.407,5,5,Baixo,4-5,13.948078593453332
523,3.56,2024-07-21,22:09:54,Noite,11.6,1242,North America,33.8105,-118.468,4,4,Baixo,3-4,9.47513363774158
524,3.48,2024-07-19,00:48:19,Noite,6.82,0,North America,31.5693,-115.702,3,0,Baixo,3-4,9.47513363774158
525,3.5,2024-07-17,21:59:27,Noite,13.7,156,North America,33.197,-116.39,3,4,Baixo,3-4,9.47513363774158
526,3.01,2024-07-13,20:31:48,Noite,17.18,109,North America,34.014,-117.019,3,4,Baixo,3-4,9.47513363774158
527,3.48,2024-07-12,06:16:03,Manhã,14.11,271,North America,46.3818,-122.33,3,3,Baixo,3-4,9.47513363774158
528,5.2,2024-07-11,16:17:20,Tarde,10.0,5,North America,48.9111,-128.445,3,3,Médio,5-6,47.33735340472238
529,6.4,2024-07-11,15:08:47,Tarde,10.0,79,North America,48.8127,-128.725,4,3,Alto,6-7,112.84257936507936
530,3.3,2024-07-08,21:19:30,Noite,5.1,0,North America,38.2302,-118.798,3,0,Baixo,3-4,9.47513363774158
531,3.2,2024-07-08,21:15:21,Noite,7.4,1,North America,38.2323,-118.798,3,2,Baixo,3-4,9.47513363774158
532,3.44,2024-07-08,21:00:44,Noite,5.43,2,North America,39.0397,-111.534,3,3,Baixo,3-4,9.47513363774158
533,3.9,2024-07-07,00:47:25,Noite,10.0,1,North America,31.5604,-115.544,4,3,Baixo,3-4,9.47513363774158
534,3.8,2024-07-06,11:14:53,Manhã,5.8,0,North America,38.2737,-118.765,4,0,Baixo,3-4,9.47513363774158
535,3.8,2024-07-05,10:46:40,Manhã,22.0,131,North America,47.2889,-113.214,4,4,Baixo,3-4,9.47513363774158
536,5.7,2024-07-04,16:15:08,Tarde,10.0,11,North America,48.6926,-129.003,3,3,Médio,5-6,47.33735340472238
537,3.5,2024-07-03,00:04:35,Noite,5.4077,0,North America,31.666,-104.192,4,0,Baixo,3-4,9.47513363774158
538,3.5,2024-07-03,00:04:35,Noite,10.052,0,North America,31.6677,-104.195,4,0,Baixo,3-4,9.47513363774158
539,3.7,2024-07-02,23:39:59,Noite,5.946,0,North America,31.669,-104.195,4,0,Baixo,3-4,9.47513363774158
540,3.8,2024-07-02,23:39:59,Noite,8.828,0,North America,31.6757,-104.202,4,0,Baixo,3-4,9.47513363774158
541,3.01,2024-07-02,08:31:57,Manhã,16.77,115,North America,34.0745,-119.009,3,4,Baixo,3-4,9.47513363774158
542,3.5,2024-06-30,05:17:44,Manhã,7.5,0,North America,39.3885,-116.636,3,0,Baixo,3-4,9.47513363774158
543,4.1,2024-06-29,23:35:33,Noite,7.6,10,North America,39.52,-116.533,3,3,Baixo,4-5,13.948078593453332
544,3.86,2024-06-29,07:46:07,Manhã,2.3,11,North America,35.0378,-116.983,4,3,Baixo,3-4,9.47513363774158
545,3.24,2024-06-25,21:20:11,Noite,5.9,7,North America,36.0742,-120.644,4,3,Baixo,3-4,9.47513363774158
546,3.44,2024-06-25,01:04:55,Noite,13.48,18,North America,35.1097,-119.094,4,5,Baixo,3-4,9.47513363774158
547,4.09,2024-06-24,22:30:59,Noite,12.07,941,North America,35.112,-119.109,4,7,Baixo,4-5,13.948078593453332
548,3.59,2024-06-23,19:17:01,Noite,10.55,21,North America,33.2555,-116.085,3,3,Baixo,3-4,9.47513363774158
549,5.4,2024-09-09,21:01:31,Noite,72.165,2,Asia,4.3537,126.74,4,6,Médio,5-6,47.33735340472238
550,5.5,2024-08-26,12:57:41,Tarde,47.174,20,Asia,-8.7179,110.181,4,6,Médio,5-6,47.33735340472238
551,5.7,2024-08-19,03:39:00,Noite,40.983,10,Asia,12.7442,124.767,5,6,Médio,5-6,47.33735340472238
552,5.0,2024-08-12,11:36:14,Manhã,65.317,1,Asia,2.3246,126.572,3,0,Baixo,4-5,13.948078593453332
553,6.3,2024-08-03,04:20:26,Noite,15.0,20,Asia,8.1704,126.764,6,6,Alto,6-7,112.84257936507936
554,5.4,2024-07-16,23:39:32,Noite,40.646,1,Asia,1.246,126.089,4,3,Médio,5-6,47.33735340472238
555,7.1,2024-07-11,02:13:18,Noite,639.503,29,Asia,6.0646,123.16,4,5,Alto,7-10,569.7515000000001
556,5.4,2024-07-10,15:32:42,Tarde,9.0,0,Asia,-5.3869,101.059,3,0,Médio,5-6,47.33735340472238
557,5.6,2024-06-15,13:08:14,Tarde,45.789,0,Asia,3.1375,127.319,4,0,Médio,5-6,47.33735340472238
558,5.8,2024-06-12,17:01:20,Tarde,39.0,3,Asia,4.3844,126.49,5,2,Médio,5-6,47.33735340472238
559,5.2,2024-06-11,06:58:36,Manhã,9.9,3,Asia,9.4367,119.732,4,4,Médio,5-6,47.33735340472238
560,5.5,2024-06-05,02:20:27,Noite,19.0,0,Asia,-3.6267,100.699,5,0,Médio,5-6,47.33735340472238
561,5.0,2024-05-22,05:49:12,Manhã,127.916,0,Asia,0.2108,123.704,4,0,Baixo,4-5,13.948078593453332
562,5.7,2024-05-03,10:16:23,Manhã,10.208,14,Asia,10.8748,125.29,5,6,Médio,5-6,47.33735340472238
563,6.1,2024-04-27,16:29:50,Tarde,59.701,107,Asia,-8.1104,107.272,6,8,Alto,6-7,112.84257936507936
564,6.4,2024-04-09,09:47:59,Manhã,22.0,3,Asia,2.7135,127.094,4,2,Alto,6-7,112.84257936507936
565,5.7,2024-03-24,03:04:07,Noite,62.174,0,Asia,-9.444,122.147,4,0,Médio,5-6,47.33735340472238
566,5.7,2024-03-13,18:56:14,Noite,39.0,0,Asia,-0.1127,125.214,4,0,Médio,5-6,47.33735340472238
567,6.0,2024-03-08,09:11:45,Manhã,115.0,7,Asia,5.8202,126.88,4,3,Alto,5-6,47.33735340472238
568,5.2,2024-03-04,02:48:21,Noite,10.0,0,Asia,-5.8146,102.185,4,0,Médio,5-6,47.33735340472238
569,5.4,2024-03-01,09:29:02,Manhã,42.374,3,Asia,8.8205,126.704,4,4,Médio,5-6,47.33735340472238
570,5.4,2024-02-29,00:23:58,Noite,18.0,2,Asia,8.8517,126.782,4,3,Médio,5-6,47.33735340472238
571,5.1,2024-02-29,00:10:12,Noite,14.569,0,Asia,8.7891,126.765,4,0,Médio,5-6,47.33735340472238
572,4.9,2024-02-27,04:49:09,Noite,10.0,0,Asia,-9.5467,125.049,6,0,Baixo,4-5,13.948078593453332
573,5.6,2024-02-25,13:07:04,Tarde,34.0,22,Asia,-7.362,105.925,4,7,Médio,5-6,47.33735340472238
574,5.3,2024-02-12,02:03:06,Noite,35.0,2,Asia,9.7634,126.712,4,3,Médio,5-6,47.33735340472238
575,5.4,2024-02-10,05:21:35,Manhã,50.159,6,Asia,8.7286,125.71,5,4,Médio,5-6,47.33735340472238
576,5.8,2024-02-10,03:22:06,Noite,32.0,46,Asia,8.6991,125.544,6,5,Médio,5-6,47.33735340472238
577,5.6,2024-01-25,12:24:12,Tarde,21.643,6,Asia,-8.2505,121.098,6,6,Médio,5-6,47.33735340472238
578,5.6,2024-01-17,12:32:01,Tarde,39.0,10,Asia,8.5458,126.497,5,5,Médio,5-6,47.33735340472238
579,6.7,2024-01-08,20:48:42,Noite,62.574,24,Asia,4.8602,126.189,6,5,Alto,6-7,112.84257936507936
580,5.3,2024-01-01,07:52:43,Manhã,81.212,0,Asia,-0.1653,123.611,4,0,Médio,5-6,47.33735340472238
581,5.4,2023-12-07,00:46:30,Noite,16.406,0,Asia,9.0123,126.773,4,0,Médio,5-6,47.33735340472238
582,4.9,2023-12-06,14:52:37,Tarde,35.0,0,Asia,8.4776,126.735,4,0,Baixo,4-5,13.948078593453332
583,5.8,2023-12-05,13:36:36,Tarde,12.0,4,Asia,9.1263,126.869,4,4,Médio,5-6,47.33735340472238
584,5.5,2023-12-05,09:42:52,Manhã,26.021,0,Asia,9.1263,126.709,4,0,Médio,5-6,47.33735340472238
585,5.7,2023-12-05,09:10:03,Manhã,19.697,2,Asia,9.0546,126.666,4,2,Médio,5-6,47.33735340472238
586,5.2,2023-12-05,00:34:29,Noite,40.403,2,Asia,8.9514,126.622,4,3,Médio,5-6,47.33735340472238
587,5.3,2023-12-04,05:15:43,Manhã,66.931,0,Asia,8.3449,126.792,4,0,Médio,5-6,47.33735340472238
588,5.7,2023-12-04,05:08:36,Manhã,27.0,1,Asia,8.8312,126.691,5,2,Médio,5-6,47.33735340472238
589,5.3,2023-12-04,04:59:01,Noite,55.451,0,Asia,8.8795,126.674,4,0,Médio,5-6,47.33735340472238
590,5.3,2023-12-04,04:17:23,Noite,46.818,0,Asia,8.8411,126.749,4,0,Médio,5-6,47.33735340472238
591,5.5,2023-12-04,01:07:50,Noite,66.391,0,Asia,8.441,126.873,4,0,Médio,5-6,47.33735340472238
592,5.4,2023-12-03,21:43:38,Noite,24.222,0,Asia,8.7118,126.798,4,1,Médio,5-6,47.33735340472238
593,5.3,2023-12-03,20:30:19,Noite,47.433,0,Asia,8.9293,126.563,4,0,Médio,5-6,47.33735340472238
594,6.9,2023-12-03,19:49:35,Noite,20.0,81,Asia,8.9571,126.628,6,7,Alto,6-7,112.84257936507936
595,6.0,2023-12-03,14:35:56,Tarde,13.0,3,Asia,8.7176,126.897,4,3,Alto,5-6,47.33735340472238
596,5.4,2023-12-03,12:39:36,Tarde,28.046,0,Asia,8.65,127.021,4,0,Médio,5-6,47.33735340472238
597,5.4,2023-12-03,10:58:38,Manhã,42.849,0,Asia,8.815,126.868,4,0,Médio,5-6,47.33735340472238
598,5.6,2023-12-03,10:54:55,Manhã,36.128,0,Asia,8.545,126.871,4,0,Médio,5-6,47.33735340472238
599,5.5,2023-12-03,10:53:05,Manhã,39.402,0,Asia,8.2878,127.04,4,0,Médio,5-6,47.33735340472238
600,5.7,2023-12-03,10:39:23,Manhã,45.264,0,Asia,8.5597,126.617,4,0,Médio,5-6,47.33735340472238
601,6.6,2023-12-03,10:35:52,Manhã,19.0,53,Asia,8.4498,126.72,6,7,Alto,6-7,112.84257936507936
602,5.4,2023-12-03,05:43:43,Manhã,63.392,1,Asia,8.6521,126.674,4,3,Médio,5-6,47.33735340472238
603,5.5,2023-12-02,22:35:41,Noite,26.181,0,Asia,8.353,126.93,4,0,Médio,5-6,47.33735340472238
604,6.0,2023-12-02,20:52:15,Noite,9.0,0,Asia,8.4475,126.778,5,0,Alto,5-6,47.33735340472238
605,5.4,2023-12-02,20:39:30,Noite,63.645,0,Asia,8.248,126.82,4,0,Médio,5-6,47.33735340472238
606,5.3,2023-12-02,19:19:21,Noite,22.227,0,Asia,8.4219,126.838,4,0,Médio,5-6,47.33735340472238
607,5.4,2023-12-02,18:20:40,Noite,48.935,0,Asia,8.6178,126.709,4,0,Médio,5-6,47.33735340472238
608,6.3,2023-12-02,18:09:25,Noite,46.378,2,Asia,8.4439,126.919,5,3,Alto,6-7,112.84257936507936
609,5.6,2023-12-02,17:55:28,Tarde,64.275,0,Asia,8.7034,126.768,4,0,Médio,5-6,47.33735340472238
610,5.4,2023-12-02,17:45:05,Tarde,51.478,0,Asia,8.3044,126.566,4,0,Médio,5-6,47.33735340472238
611,5.4,2023-12-02,17:43:14,Tarde,35.0,0,Asia,8.2748,126.828,4,0,Médio,5-6,47.33735340472238
612,5.6,2023-12-02,17:42:16,Tarde,79.813,0,Asia,8.4261,126.521,4,0,Médio,5-6,47.33735340472238
613,6.1,2023-12-02,17:40:15,Tarde,36.091,9,Asia,8.4118,126.746,5,6,Alto,6-7,112.84257936507936
614,5.7,2023-12-02,16:53:08,Tarde,46.557,0,Asia,8.4001,126.922,4,0,Médio,5-6,47.33735340472238
615,5.4,2023-12-02,16:34:59,Tarde,58.952,0,Asia,8.6083,126.699,4,0,Médio,5-6,47.33735340472238
616,5.7,2023-12-02,16:19:46,Tarde,52.821,1,Asia,8.3159,126.767,4,2,Médio,5-6,47.33735340472238
617,5.6,2023-12-02,16:17:01,Tarde,44.034,1,Asia,8.4845,126.736,4,2,Médio,5-6,47.33735340472238
618,6.4,2023-12-02,16:03:41,Tarde,35.0,19,Asia,8.415,126.776,6,7,Alto,6-7,112.84257936507936
619,5.5,2023-12-02,15:31:29,Tarde,66.805,0,Asia,8.493,126.771,4,0,Médio,5-6,47.33735340472238
620,5.4,2023-12-02,15:22:05,Tarde,60.468,0,Asia,8.3678,126.734,4,0,Médio,5-6,47.33735340472238
621,5.4,2023-12-02,15:08:56,Tarde,61.311,0,Asia,8.3335,126.583,4,0,Médio,5-6,47.33735340472238
622,5.8,2023-12-02,15:06:46,Tarde,61.655,0,Asia,8.315,127.021,4,0,Médio,5-6,47.33735340472238
623,5.4,2023-12-02,14:44:36,Tarde,43.301,0,Asia,8.0495,126.606,4,0,Médio,5-6,47.33735340472238
624,5.4,2023-12-02,14:44:03,Tarde,66.534,0,Asia,8.5324,126.505,4,0,Médio,5-6,47.33735340472238
625,6.0,2023-11-22,02:48:51,Noite,102.0,3,Asia,1.7425,127.153,5,2,Alto,5-6,47.33735340472238
626,5.8,2023-11-15,23:26:14,Noite,289.0,0,Asia,1.9752,124.137,3,0,Médio,5-6,47.33735340472238
627,5.2,2023-11-12,02:06:16,Noite,42.657,0,Asia,-9.9023,123.7,5,0,Médio,5-6,47.33735340472238
628,5.7,2023-11-02,06:50:25,Manhã,13.0,1,Asia,11.4641,125.922,5,2,Médio,5-6,47.33735340472238
629,6.1,2023-11-01,21:04:48,Noite,51.0,8,Asia,-10.0109,123.713,6,8,Alto,6-7,112.84257936507936
630,5.4,2023-10-28,15:01:59,Tarde,24.286,0,Asia,1.7869,120.193,4,0,Médio,5-6,47.33735340472238
631,5.5,2023-10-28,13:04:53,Tarde,10.0,0,Asia,-7.6308,125.855,6,0,Médio,5-6,47.33735340472238
632,6.4,2023-10-04,11:21:47,Manhã,113.0,35,Asia,5.3416,126.06,5,5,Alto,6-7,112.84257936507936
633,5.9,2023-09-26,01:39:43,Noite,94.0,6,Asia,4.7296,127.501,4,4,Médio,5-6,47.33735340472238
634,6.0,2023-09-11,12:51:33,Tarde,151.0,7,Asia,1.1251,127.479,4,4,Alto,5-6,47.33735340472238
635,5.4,2023-08-31,10:29:28,Manhã,47.151,4,Asia,-9.5312,123.86,4,6,Médio,5-6,47.33735340472238
636,7.1,2023-08-28,19:55:30,Noite,500.0,629,Asia,-6.7768,116.568,4,5,Alto,7-10,569.7515000000001
637,5.3,2023-08-28,17:59:16,Tarde,28.833,5,Asia,4.2633,126.513,4,3,Médio,5-6,47.33735340472238
638,5.5,2024-09-16,14:13:47,Tarde,15.711,5,Asia,31.6412,131.796,5,5,Médio,5-6,47.33735340472238
639,5.7,2024-09-13,23:03:41,Noite,28.953,5,Asia,29.7999,130.855,4,3,Médio,5-6,47.33735340472238
640,5.4,2024-08-15,09:06:45,Manhã,11.732,54,Asia,24.3858,121.917,5,5,Médio,5-6,47.33735340472238
641,6.5,2024-08-10,03:28:32,Noite,402.166,6,Asia,47.1777,144.763,3,3,Alto,6-7,112.84257936507936
642,5.3,2024-08-08,19:23:31,Noite,18.196,1,Asia,31.8881,131.341,5,2,Médio,5-6,47.33735340472238
643,5.6,2024-07-18,11:07:34,Manhã,91.0,6,Asia,33.536,140.175,4,3,Médio,5-6,47.33735340472238
644,5.4,2024-06-25,08:30:59,Manhã,34.723,1,Asia,33.4887,141.284,3,2,Médio,5-6,47.33735340472238
645,5.5,2024-05-29,17:14:58,Tarde,392.698,4,Asia,32.2768,137.61,3,3,Médio,5-6,47.33735340472238
646,5.4,2024-05-21,00:39:39,Noite,59.788,0,Asia,26.1835,141.391,4,0,Médio,5-6,47.33735340472238
647,5.8,2024-05-10,07:45:18,Manhã,11.296,24,Asia,24.191,121.899,6,5,Médio,5-6,47.33735340472238
648,5.3,2024-04-24,07:22:10,Manhã,10.0,0,Asia,28.7699,142.53,3,0,Médio,5-6,47.33735340472238
649,5.9,2024-04-15,22:38:56,Noite,7.556,2,Asia,29.4708,131.736,4,2,Médio,5-6,47.33735340472238
650,5.4,2024-04-06,00:12:17,Noite,26.386,0,Asia,40.9054,143.213,3,0,Médio,5-6,47.33735340472238
651,6.1,2024-04-04,03:16:30,Noite,29.0,32,Asia,37.7196,141.924,4,4,Alto,6-7,112.84257936507936
652,5.7,2024-04-03,02:14:36,Noite,41.798,6,Asia,24.1954,121.932,5,6,Médio,5-6,47.33735340472238
653,5.9,2024-04-01,19:24:36,Noite,73.0,15,Asia,40.1385,141.706,5,7,Médio,5-6,47.33735340472238
654,5.3,2024-03-18,11:04:41,Manhã,35.0,0,Asia,24.3178,142.875,3,0,Médio,5-6,47.33735340472238
655,5.6,2024-03-15,10:32:50,Manhã,20.0,2,Asia,28.4231,130.134,6,5,Médio,5-6,47.33735340472238
656,5.6,2024-03-14,15:14:35,Tarde,44.0,35,Asia,37.1035,141.143,4,6,Médio,5-6,47.33735340472238
657,5.4,2024-01-26,12:46:16,Tarde,45.09,0,Asia,29.1913,141.553,3,0,Médio,5-6,47.33735340472238
658,5.9,2024-01-09,08:59:10,Manhã,10.0,14,Asia,37.8706,137.708,5,4,Médio,5-6,47.33735340472238
659,5.5,2024-01-01,09:03:48,Manhã,10.0,1,Asia,37.5575,137.384,6,6,Médio,5-6,47.33735340472238
660,6.5,2023-12-28,09:15:16,Manhã,31.0,3,Asia,44.5796,148.99,5,6,Alto,6-7,112.84257936507936
